1000;01/01/2019;196,15
1001;04/01/2019;3056,05
1002;07/01/2019;2382,18
1003;10/01/2019;3767,57
1004;13/01/2019;1570,51
1005;16/01/2019;1004,54
1006;19/01/2019;1737,66
1007;22/01/2019;1972,19
1008;25/01/2019;3110,9
1009;28/01/2019;3299,21
1010;31/01/2019;3767,66
1011;03/02/2019;4853,64
1012;06/02/2019;1975,17
1013;09/02/2019;4276,09
1014;12/02/2019;2542,01
1015;15/02/2019;2948,81
1016;18/02/2019;402,45
1017;21/02/2019;1059
1018;24/02/2019;4343,07
1019;27/02/2019;1867,27
1020;02/03/2019;4774,13
1021;05/03/2019;1191,32
1022;08/03/2019;3255,2
1023;11/03/2019;1312,07
1024;14/03/2019;2106,53
1025;17/03/2019;1496,06
1026;20/03/2019;4607,77
1027;23/03/2019;1451,49
1028;26/03/2019;4588,9
1029;29/03/2019;1558,92
1030;01/04/2019;1818,13
1031;04/04/2019;1637,87
1032;07/04/2019;1659,65
1033;10/04/2019;4897,94
1034;13/04/2019;2200,59
1035;16/04/2019;549,33
1036;19/04/2019;12,14
1037;22/04/2019;1438,25
1038;25/04/2019;3482,63
1039;28/04/2019;4791,77
1040;01/05/2019;3476,11
1041;04/05/2019;4891,65
1042;07/05/2019;2675,55
1043;10/05/2019;4692,6
1044;13/05/2019;4233,73
1045;16/05/2019;1762,51
1046;19/05/2019;4903,52
1047;22/05/2019;1668,27
1048;25/05/2019;4717,21
1049;28/05/2019;3182,35
1050;31/05/2019;633,23
1051;03/06/2019;4663,14
1052;06/06/2019;4325,31
1053;09/06/2019;2447,21
1054;12/06/2019;4745,1
1055;15/06/2019;2693,29
1056;18/06/2019;1859,83
1057;21/06/2019;32,22
1058;24/06/2019;980,97
1059;27/06/2019;4204,2
1060;30/06/2019;2378,06
1061;03/07/2019;30,36
1062;06/07/2019;3885,57
1063;09/07/2019;698,95
1064;12/07/2019;50,6
1065;15/07/2019;3339,93
1066;18/07/2019;1428,65
1067;21/07/2019;950,52
1068;24/07/2019;4402,57
1069;27/07/2019;1740,15
1070;30/07/2019;1517,67
1071;02/08/2019;914,43
1072;05/08/2019;3724,79
1073;08/08/2019;2960,7
1074;11/08/2019;1952,53
1075;14/08/2019;2023,59
1076;17/08/2019;1725,43
1077;20/08/2019;2956,74
1078;23/08/2019;1457,68
1079;26/08/2019;1123,77
1080;29/08/2019;318,44
1081;01/09/2019;4708,39
1082;04/09/2019;4120,45
1083;07/09/2019;4731,54
1084;10/09/2019;460,42
1085;13/09/2019;2089,75
1086;16/09/2019;641,13
1087;19/09/2019;1285,78
1088;22/09/2019;3468,88
1089;25/09/2019;3241,34
1090;28/09/2019;218,88
1091;01/10/2019;2058,3
1092;04/10/2019;1256,69
1093;07/10/2019;3988,2
1094;10/10/2019;2039,47
1095;13/10/2019;402,77
1096;16/10/2019;2500,5
1097;19/10/2019;2402,89
1098;22/10/2019;4956,04
1099;25/10/2019;4814,02
1100;28/10/2019;4739,15
1101;31/10/2019;1427,03
1102;03/11/2019;3657,45
1103;06/11/2019;375,34
1104;09/11/2019;1485,28
1105;12/11/2019;1720,36
1106;15/11/2019;3478,89
1107;18/11/2019;2048,64
1108;21/11/2019;2666,63
1109;24/11/2019;131,08
1110;27/11/2019;2705,78
1111;30/11/2019;612,65
1112;03/12/2019;1390,6
1113;06/12/2019;2766,78
1114;09/12/2019;2735,02
1115;12/12/2019;3781,78
1116;15/12/2019;2418,93
1117;18/12/2019;4335,19
1118;21/12/2019;1025,39
1119;24/12/2019;186,39
1120;27/12/2019;3242,31
1121;30/12/2019;2887,31
1122;02/01/2020;3204,14
1123;05/01/2020;4299,35
1124;08/01/2020;1437,58
1125;11/01/2020;497,43
1126;14/01/2020;2885,73
1127;17/01/2020;4253,9
1128;20/01/2020;3573,37
1129;23/01/2020;3590,62
1130;26/01/2020;1653,48
1131;29/01/2020;4871,13
1132;01/02/2020;1629,9
1133;04/02/2020;4742,31
1134;07/02/2020;4516,05
1135;10/02/2020;3775,29
1136;13/02/2020;3954,84
1137;16/02/2020;1981,48
1138;19/02/2020;1122,01
1139;22/02/2020;1121,88
1140;25/02/2020;4861,87
1141;28/02/2020;4001,98
1142;02/03/2020;2061,86
1143;05/03/2020;2320,54
1144;08/03/2020;2610,74
1145;11/03/2020;4158,18
1146;14/03/2020;999,97
1147;17/03/2020;2142,83
1148;20/03/2020;529,38
1149;23/03/2020;4318,9
1150;24/03/2020;191,75
1151;25/03/2020;1149,37
1152;26/03/2020;4662,36
1153;27/03/2020;426,15
1154;28/03/2020;1557,74
1155;29/03/2020;4650,57
1156;30/03/2020;3420
1157;31/03/2020;348,14
1158;01/04/2020;4128,03
1159;02/04/2020;3824,67
1160;03/04/2020;351,49
1161;04/04/2020;478,6
1162;05/04/2020;414,08
1163;06/04/2020;3029,69
1164;07/04/2020;3913,24
1165;08/04/2020;4555,38
1166;09/04/2020;2281,9
1167;10/04/2020;510,96
1168;11/04/2020;4983,22
1169;12/04/2020;1609,68
1170;13/04/2020;2314,21
1171;14/04/2020;4857,27
1172;15/04/2020;68,44
1173;16/04/2020;1409,08
1174;17/04/2020;2852,57
1175;18/04/2020;1383,22
1176;19/04/2020;2326,74
1177;20/04/2020;3755,34
1178;21/04/2020;1975,31
1179;22/04/2020;854,04
1180;23/04/2020;3675,24
1181;24/04/2020;1520,5
1182;25/04/2020;4359,89
1183;26/04/2020;3811,35
1184;27/04/2020;2969,54
1185;28/04/2020;4778,56
1186;29/04/2020;3384,76
1187;30/04/2020;4834,61
1188;01/05/2020;3688,47
1189;02/05/2020;373,8
1190;03/05/2020;2991,44
1191;04/05/2020;2548,4
1192;05/05/2020;2695,71
1193;06/05/2020;4304,36
1194;07/05/2020;4932
1195;08/05/2020;3812,75
1196;09/05/2020;3647,27
1197;10/05/2020;3212,94
1198;11/05/2020;338,16
1199;12/05/2020;4597,38
1200;13/05/2020;298,1
1201;14/05/2020;948,76
1202;15/05/2020;318,07
1203;16/05/2020;4715,86
1204;17/05/2020;406,6
1205;18/05/2020;1947,61
1206;19/05/2020;4273,23
1207;20/05/2020;1102,33
1208;21/05/2020;4957,55
1209;22/05/2020;4877,2
1210;23/05/2020;395,68
1211;24/05/2020;3600,17
1212;25/05/2020;3887,84
1213;26/05/2020;4040,74
1214;27/05/2020;79,7
1215;28/05/2020;4099,48
1216;29/05/2020;2115,16
1217;30/05/2020;3861,64
1218;31/05/2020;1479,04
1219;01/06/2020;3515,41
1220;02/06/2020;3671,09
1221;03/06/2020;3460,25
1222;04/06/2020;575,06
1223;05/06/2020;4495,98
1224;06/06/2020;2814,76
1225;07/06/2020;4420,45
1226;08/06/2020;2663,71
1227;09/06/2020;4252,89
1228;10/06/2020;4755,25
1229;11/06/2020;2696,57
1230;12/06/2020;4570,25
1231;13/06/2020;3555,64
1232;14/06/2020;1597,99
1233;15/06/2020;266,99
1234;16/06/2020;2898
1235;17/06/2020;1774,34
1236;18/06/2020;1243,51
1237;19/06/2020;51,36
1238;20/06/2020;3673,98
1239;21/06/2020;549,68
1240;22/06/2020;2135,82
1241;23/06/2020;2098,46
1242;24/06/2020;2533,53
1243;25/06/2020;3789,9
